Ship Number,Ref,Carrier,Ship Method,Tracking Number,Shipped Date,Names,Company,Address 1,City,State,Zip,Country,Base Rate,Total Charge,Qty,Pallet Qty,Weight,Dimensions,Customer,Client Customer,Tracking Status
1298209,,FedEx International Economy,EFEXIECO,3.97475E+11,2023-04-25T00:00:00,Andrew Land,,Eemnesserweg 34,Blaricum,NL,1261 HJ,NL,264.16,51,1,0,3.1,10X10X10,,",",
1293725,Sheetz518,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,Sheetz Incorp,,6054 Carlisle Pike,Mechanicsburg,PA,17050,US,39.6,8.25,1,0,2.95,11X10X1,,",",
1262161,711AR414,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,2701,72799,285 Mount Lebanon Boulevard,Pittsburgh,PA,15234,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1298213,,USPS Priority Mail Intl (eHub),USPMI,CM237084313US,2023-04-25T00:00:00,Risteard Keating,,8 rue Crebillon,Paris,FR,750006,FR,66.5,60.85,1,0,3.1,10X10X10,,",",
1260179,711AR414,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,7 Eleven,,1601 Main St,Providence Village,TX,76227,US,37.38,9.58,1,0,0.25,11X10X1,,",",
1260164,711AR414,FedEx 2Day,EFEX2,3.97475E+11,2023-04-25T00:00:00,7 Eleven,,2101 N Preston Rd,Prosper,TX,75078,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1298211,,FedEx International Economy,EFEXIECO,3.97475E+11,2023-04-25T00:00:00,Nicky Kinnaird,,10 William Cobbett House,London,GB,W8 5SY,GB,264.16,51,1,0,3.1,10X10X10,,",",
1299165,,FedEx Ground,FECcollect,3.97476E+11,2023-04-25T00:00:00,ADVOCATE HEALTH AND HOSPITALS,,1775 DEMPSTER ST,PARK RIDGE,IL,60068,US,0,0,1,0,29.45,22X22X22,,",",
1298214,,FedEx International Economy,EFEXIECO,3.97476E+11,2023-04-25T00:00:00,Mypup dekac VDFJTF,,Atoomwg 1,Utrecht,NL,3542 AA,NL,264.16,51,1,0,3.1,10X10X10,,",",
1261476,711AR414,FedEx 2Day,EFEX2,3.97476E+11,2023-04-25T00:00:00,1606,71799,1181 West 12th Street,Marriott-Slaterville,UT,84404,US,33.11,7.89,1,0,0.15,11X10X1,,",",
1299455,,UPS? Ground,EUPSGRND,1Z7F0F280327810729,2023-04-25T00:00:00,Regional West Medical Center,Regional West Medical Center,4021 Avenue B,Scottsbluff,NE,69361,US,16.35,11.59,1,0,3.95,9X9X9,,",",
1262882,711AR414,FedEx 2Day,EFEX2,3.97476E+11,2023-04-25T00:00:00,7 Eleven,,1885 John West Rd,Dallas,TX,75228,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1261195,711AR414,FedEx 2Day,EFEX2,3.97476E+11,2023-04-25T00:00:00,1532,71599,13555 South Military Trail,Delray Beach,FL,33484,US,42.41,8.83,1,0,0.15,11X10X1,,",",
1262829,711AR414,FedEx 2Day,EFEX2,3.97476E+11,2023-04-25T00:00:00,7 Eleven,,785 Bedford Street,Bridgewater,MA,2324,US,39.76,8.27,1,0,0.25,11X10X1,,",",
1259687,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,1360 Lee Boulevard,Lehigh Acres,FL,33936,US,39.76,8.27,1,0,0.25,11X10X1,,",",
1259594,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,1201 East Central Road,Mount Prospect,IL,60056,US,28.29,7.89,1,0,0.25,11X10X1,,",",
1259902,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,5032 Preston Rd,Frisco,TX,75034,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1259956,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,206 Main St,Whitehouse,TX,75791,US,37.38,9.58,1,0,0.25,11X10X1,,",",
1262527,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,2256 2nd Avenue,New York,NY,10029,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1259991,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,5990 Charlotte Hwy,Clover,SC,29710,US,37.38,9.58,1,0,0.25,11X10X1,,",",
1262459,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,1540 Andalusia Blvd,Cape Coral,FL,33909,US,39.76,8.27,1,0,0.25,11X10X1,,",",
1262202,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,6012 Florence Avenue,Bell Gardens,CA,90201,US,42.41,8.83,1,0,0.25,11X10X1,,",",
1262193,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,7 Eleven,,515 5th Avenue,San Diego,CA,92101,US,42.41,8.83,1,0,0.25,11X10X1,,",",
1261461,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,1552,71599,4540 Rowan Road,New Port Richey,FL,34653,US,39.76,8.27,1,0,0.15,11X10X1,,",",
1260896,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,2421,72499,535 8TH AVE,New York,NY,10018,US,33.11,7.89,1,0,0.08,11X10X1,,",",
1260722,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,1602,71699,1501 N Central Expy,Plano,TX,75075,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1261066,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,1554,71599,12931 Bonita Beach Road Southeast,Bonita Springs,FL,34135,US,39.76,8.27,1,0,0.25,11X10X1,,",",
1262080,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,2701,72799,1350 Wildwood Road,Gibsonia,PA,15044,US,33.11,7.89,1,0,0.08,11X10X1,,",",
1261367,711AR414,FedEx 2Day,EFEX2,3.97477E+11,2023-04-25T00:00:00,2174,72199,5829 Bellflower Boulevard,Lakewood,CA,90713,US,42.41,8.83,1,0,0.15,11X10X1,,",",
1297563,Sheetz495,FedEx 2Day,EFEX2,3.97478E+11,2023-04-25T00:00:00,SHEETZ INCORP,SHEETZ INCORP,8283 WEST OLD US HIGHWAY 64,LEXINGTON,NC,27295,US,35.97,7.89,1,0,2,11X10X1,,",",
1298215,,FedEx International Economy,EFEXIECO,3.97478E+11,2023-04-25T00:00:00,Annemaire van der steen,,J.J. Boeijesweg 5,Burgh-Haamstede,NL,4328 GX,NL,264.16,51,1,0,3.1,10X10X10,,",",
1299232,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,KARI FROEHLICH,,19891 TWIN LAKES ROAD NW,ELK RIVER,MN,55330,US,10.45,7.59,1,0,2.9,9X9X5,,",",
1298212,,FedEx International Economy,EFEXIECO,3.97478E+11,2023-04-25T00:00:00,Frederik Willems,,1a Alma Road,London,GB,SW18 1AA,GB,264.16,51,1,0,3.1,10X10X10,,",",
1261792,711AR414,FedEx 2Day,EFEX2,3.97478E+11,2023-04-25T00:00:00,2533,72799,385 3rd Street,New Martinsville,WV,26155,US,37.38,9.58,1,0,0.25,11X10X1,,",",
1299683,,UPS? Ground,EUPSGRND,1Z7F0F280314469687,2023-04-25T00:00:00,EVEREVE 93-ATLANTA,INVENTORY SPECIALIST,"4400 ASHFORD DUNWOODY ROAD,",ATLANTA,GA,30346,US,40.11,16.37,1,0,35.9,22X16X7,,",",
1261407,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2173,72199,601 North Sepulveda Boulevard,El Segundo,CA,90245,US,42.41,8.83,1,0,0.37,11X10X1,,",",
1299453,,FedEx Ground,FECcollect,3.97479E+11,2023-04-25T00:00:00,St. Lukes Methodist Hospital,St. Lukes Methodist Hospital,1026 A AVE NE,CEDAR RAPIDS,IA,52402,US,0,0,1,0,3.9,8X8X8,,",",
1261953,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,1610,71799,4406 North Sheridan Boulevard,Denver,CO,80212,US,33.11,7.89,1,0,0.15,11X10X1,,",",
1298210,,FedEx International Economy,EFEXIECO,3.97479E+11,2023-04-25T00:00:00,Nicolas Eglau,,17 Upper Addison Gardens,London,GB,W14 8AP,GB,264.16,51,1,0,3.1,10X10X10,,",",
1299168,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,KATEY SOELLERS,,460 E RIVER RD,GRAND ISLAND,NY,14072,US,14.5,8.82,1,0,2.8,8x6x7,,",",
1262708,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,7 Eleven,,2280 Main Street,Tewksbury,MA,1876,US,39.76,8.27,1,0,0.15,11X10X1,,",",
1262074,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2701,72799,10 West Prospect Avenue,Pittsburgh,PA,15205,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1299166,,UPS? Ground,EUPSGRND,1Z7F0F280312045290,2023-04-25T00:00:00,THOMAS SHEALY,THOMAS SHEALY,16051 COLLINS AVE APT 1503,NORTH MIAMI BEACH,FL,33160,US,17.75,11.59,1,0,2.8,8x6x7,,",",
1261554,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,1603,72399,9704 Giles Ln,Austin,TX,78754,US,39.76,8.27,1,0,0.15,11X10X1,,",",
1261754,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2362,72399,4500 Northeast Saint Johns Road,Vancouver,WA,98661,US,42.41,8.83,1,0,0.08,11X10X1,,",",
1299158,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,BECKY GAITHER,,764 GRACE VIEW CT,EUREKA,MO,63025,US,12.55,7.9,1,0,2.8,8x6x7,,",",
1299458,,UPS? Ground,EUPSGRND,1Z7F0F280315669709,2023-04-25T00:00:00,EVEREVE 6-Grand Rapids,Inventory Specialist,1948 Breton Ave SE,Grand Rapids,MI,49506,US,64.95,26.51,2,0,33.45,21X15X12,,",",
1299458,,UPS? Ground,EUPSGRND,1Z7F0F280309246918,2023-04-25T00:00:00,EVEREVE 6-Grand Rapids,Inventory Specialist,1948 Breton Ave SE,Grand Rapids,MI,49506,US,64.95,26.51,2,0,35.7,21X11X11,,",",
1261491,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,1002,71099,1 Park Avenue,Lockport,NY,14094,US,33.11,7.89,1,0,0.35,11X10X1,,",",
1297561,Sheetz418,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,Sheetz Incorp,,5905 Finch Farm Road,Trinity,NC,27370,US,40.23,9.58,1,0,2,11X10X1,,",",
1261357,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2173,72199,4221 Beverly Boulevard,Los Angeles,CA,90004,US,42.41,8.83,1,0,0.27,11X10X1,,",",
1261196,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,1605,71799,2803 W 10th St,Greeley,CO,80634,US,33.11,7.89,1,0,0.35,11X10X1,,",",
1299164,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,SUE GRANDSTAFF,,2705 JUNONIA CT,FORT MYERS,FL,33908,US,18.95,11.97,1,0,2.8,8x6x7,,",",
1261720,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2533,72799,INT RT 20 and I 79,Mount Clare,WV,26408,US,37.38,9.58,1,0,0.15,11X10X1,,",",
1261585,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,1534,71599,133 Northeast 2nd Avenue,Miami,FL,33132,US,42.41,8.83,1,0,0.15,11X10X1,,",",
1261583,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,1603,72399,900 Roy Richard Drive,Schertz,TX,78154,US,39.76,8.27,1,0,0.25,11X10X1,,",",
1261912,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2702,72799,4775 McKnight Rd,Pittsburgh,PA,15237,US,33.11,7.89,1,0,0.08,11X10X1,,",",
1261933,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2408,72399,917 Filbert St,Philadelphia,PA,19107,US,33.11,7.89,1,0,0.25,11X10X1,,",",
1261941,711AR414,FedEx 2Day,EFEX2,3.97479E+11,2023-04-25T00:00:00,2511,71399,357 West Ocean View Avenue,Norfolk,VA,23503,US,39.76,8.27,1,0,0.15,11X10X1,,",",
1299221,,FedEx Ground,FECcollect,3.97479E+11,2023-04-25T00:00:00,CentraCare St. Cloud Hospital,,1406 6th Avenue North,SAINT CLOUD,MN,56303,US,0,0,1,0,2.2,9X9X7,,",",
1299169,,UPS? Ground,EUPSGRND,1Z7F0F280309000923,2023-04-25T00:00:00,CATHY NUNES FURAO,RAMOS OIL CO,1515 S RIVER RD,WEST SACRAMENTO,CA,95691,US,17.75,11.59,1,0,1.1,9X9X6,,",",
1299167,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,LADY DE GUZMAN,,720 BIG HORN LN,WALNUT,CA,91789,US,18.95,11.97,1,0,2.1,8x6x7,,",",
1299231,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Ann Walker,,1441 Panama Ave,Emmett,ID,83617,US,27.5,13.74,1,0,7.7,8X8X8,,",",
1299162,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,SHERRI BAUMGARDNER,,205 S MELVIN ELEY AVE,UNION CITY,OH,45390,US,14.05,9.15,1,0,4.7,16X9X9,,",",
1299107,,UPS? Ground,EUPSGRND,1Z7F0F280339563135,2023-04-25T00:00:00,MISTY MICHELSEN,MISTY MICHELSEN,307 8TH ST W,WEST FARGO,ND,58078,US,21.35,14.59,1,0,2.4,8X8X17,,",",
1299923,,UPS? Ground,EUPSGRND,1ZY0R7430337528887,2023-04-25T00:00:00,Itzel Kibler,Itzel Kibler,25 Evergreen Rd,Avon,CT,6001,US,26.31,14.71,1,0,0.8,4X4X8,,"Vault Health,Vault Health",
1299063,,UPS? Ground,EUPSGRND,1ZY0R7430331851494,2023-04-25T00:00:00,Margaret Evans,Margaret Evans,431 N 18th St,Richmond,VA,23223,US,19.77,12.28,1,0,0.55,4X4X8,,"Vault Health,Vault Health",
1299064,,UPS? Ground,EUPSGRND,1ZY0R7430332680908,2023-04-25T00:00:00,MARGARET Evans,MARGARET Evans,831 N 18th St,Richmond,VA,23223,US,13.75,9.87,1,0,0.35,4X4X8,,"Vault Health,Vault Health",
1299057,,UPS? Ground,EUPSGRND,1ZY0R7430311270882,2023-04-25T00:00:00,Charlie Shih,Charlie Shih,1340 44th Avenue Southwest,Seattle,WA,98116,US,26.08,14.03,1,0,5.45,10X10X10,,"Vault Health,Vault Health",
1299924,,UPS? Ground,EUPSGRND,1ZY0R7430313867092,2023-04-25T00:00:00,RC Collman,RC Collman,601 Oakwood Avenue,Durham,NC,27701,US,25.41,13.65,1,0,4,10X10X10,,"Vault Health,Vault Health",
1299925,,UPS? Ground,EUPSGRND,1ZY0R7430332801116,2023-04-25T00:00:00,Emily Savin,Emily Savin,28 E. 10th St.,New York,NY,10003,US,25.41,13.65,1,0,4,10X10X10,,"Vault Health,Vault Health",
1299920,,UPS? Ground,EUPSGRND,1ZY0R7430338916125,2023-04-25T00:00:00,Mihak Hagel,Mihak Hagel,1628 212th St SW,Lynnwood,WA,98036-8723,US,26.08,14.03,1,0,5.35,10X10X10,,"Vault Health,Vault Health",
1299922,,UPS? Ground,EUPSGRND,1ZY0R7430321249931,2023-04-25T00:00:00,Christina Roe,Christina Roe,112 Ainslie Street Apt 2,Brooklyn,NY,11211,US,23.43,12.86,1,0,2.05,8X8X8,,"Vault Health,Vault Health",
1299921,,UPS? Ground,EUPSGRND,1ZY0R7430306550900,2023-04-25T00:00:00,Susan Ward,Susan Ward,720 68th Street,Brooklyn,NY,11220,US,23.43,12.86,1,0,2.1,8X8X8,,"Vault Health,Vault Health",
1299105,,UPS? Ground,EUPSGRND,1Z7F0F280309075737,2023-04-25T00:00:00,KATHERINE ERDWINN,KATHERINE ERDWINN,1609 SE 156TH AVE,VANCOUVER,WA,98683,US,26.52,15.33,1,0,6.7,8X8X17,,",",
1299061,,UPS Next Day Air Saver?,EUPSNDAY,1ZY0R7431305978316,2023-04-25T00:00:00,Will Dierenfield,Will Dierenfield,719 Winslow Ave,Saint Paul,MN,55107,US,56.06,14.13,1,0,2.85,8X8X8,,"Vault Health,Vault Health",
1299109,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,CAROL GORDY,,646 PENTOLINA DR,FORT WAYNE,IN,46845,US,12.55,8.18,1,0,2.7,8X7X7,,",",
1299108,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,DAWN HOLMES,,74 POLLY ANN PARK,DOVER,NH,3820,US,16.3,13.74,1,0,2.7,8X7X7,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280335749942,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,34.3,22X16X7,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280335667156,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,33.4,21X15X12,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280323250761,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,35.65,22X16X7,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280324676774,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,35.5,18X15X13,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280329961189,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,35.55,18X15X13,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280338559991,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,22.5,10X16X16,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280328969209,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,33.45,21X15X12,,",",
1299340,,UPS? Ground,EUPSGRND,1Z7F0F280332324816,2023-04-25T00:00:00,EVEREVE 1-Edina,Inventory Specialist,3906-8 W. 50th Street,Edina,MN,55424,US,186.74,92.72,8,0,34.45,21X15X12,,",",
1299106,,UPS? Ground,EUPSGRND,1Z7F0F280315135348,2023-04-25T00:00:00,AMBER HAMILTON-DULA,AMBER HAMILTON-DULA,7770 WESTSIDE DR,SAN DIEGO,CA,92108,US,23.78,14.6,1,0,2.1,8X7X7,,",",
1299160,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,SHIRLEY MATTHEWS,,85 HUDSON AVE,MAPLEWOOD,NJ,7040,US,13.4,9.94,1,0,2,8X7X7,,",",
1299110,,UPS? Ground,EUPSGRND,1Z7F0F280305963758,2023-04-25T00:00:00,ARIEL LEITNER-ZIEFF,ARIEL LEITNER-ZIEFF,10 LINDA AVE,OAKLAND,CA,94611,US,23.78,14.6,1,0,2.1,8X7X7,,",",
1299171,,UPS? Ground,EUPSGRND,1Z7F0F280303064965,2023-04-25T00:00:00,EVEREVE 62-Noblesville,Inventory Specialist,"13971 Town Center Blvd, Suite 600",Noblesville,IN,46060,US,51.99,25.11,2,0,12.25,8X8X15,,",",
1299171,,UPS? Ground,EUPSGRND,1Z7F0F280308262974,2023-04-25T00:00:00,EVEREVE 62-Noblesville,Inventory Specialist,"13971 Town Center Blvd, Suite 600",Noblesville,IN,46060,US,51.99,25.11,2,0,35.6,22X16X7,,",",
1299159,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,ANNIE DEWEY,,2340 THE SPRINGS DR,INDIANAPOLIS,IN,46260,US,11.45,8.05,1,0,1.1,9X9X5,,",",
1299681,,UPS? Ground,EUPSGRND,1Z7F0F280330002828,2023-04-25T00:00:00,Stephan Coleman,Stephan Coleman,122244 Oakview Way,San Diego,CA,92128,US,21.32,11.59,1,0,2.4,20X14X5,,",",
1298882,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Lindsey Davis,,2719 Garcitas Creek,Richmond,TX,77406,US,16.3,13.74,1,0,2.45,17X13X4,,",",
1299161,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,ANGELA MINELLI,,23460 CLIFFORD DR,NORTH OLMSTED,OH,44070,US,12.45,8.82,1,0,1.1,9X9X5,,",",
1290028,SPDWYPHN4.19,FedEx 2Day,EFEX2,3.97482E+11,2023-04-25T00:00:00,Speedway SSA,,3514 East Bristol Road,Burton,MI,48529,US,28.29,7.89,1,0,0.75,11X10X1,,",",
1298881,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Molly Smith,,4605 Northwest 161st Street,Edmond,OK,73013,US,14.5,9.59,1,0,2.8,17X13X4,,",",
1299163,,UPS? Ground,EUPSGRND,1Z7F0F280335219238,2023-04-25T00:00:00,SCOTT MITCHELL,SCOTT MITCHELL,1211 LORRAIN ST,AUSTIN,TX,78703,US,24.96,14.6,1,0,4.6,8X8X17,,",",
1299234,,UPS? Ground,EUPSGRND,1Z7F0F280338630046,2023-04-25T00:00:00,CANCER SERVICES OF INDIANA,SANDRA THOMAS,6316 MUTUAL DR FORT WAYNE IN 46825,FORT WAYNE,IN,46825,US,19.05,11.59,1,0,4.3,16X16X10,,",",
1299678,,FedEx Ground,FECcollect,3.97483E+11,2023-04-25T00:00:00,KRAIG BRODY,MOBILE DEMAND,1501 BOYSON SQUARE DRIVE,HIAWATHA,IA,52233,US,0,0,1,0,7.6,11X11X7,,",",
1299739,,FedEx Ground,FECcollect,3.97483E+11,2023-04-25T00:00:00,DENNIS EAGLE INC,,104 G PINNACLE WAY,SUMMERVILLE,SC,294839635,US,0,0,1,0,0.5,11X10X1,,",",
1299738,,FedEx Ground,FECcollect,3.97483E+11,2023-04-25T00:00:00,BIGHAM CABLE CONSTRUCTION,,132 LEADER DR,PIEDMONT,SC,296739488,US,0,0,1,0,13.8,9X9X5,,",",
1299939,,FedEx Ground,FECcollect,3.97483E+11,2023-04-25T00:00:00,OSF ST. FRANCIS MEDICAL CENTER,,5901 WEST WAR MEMORIAL DR.,PEORIA,IL,61615,US,0,0,2,0,15.2,14X9X7,,",",
1299939,,FedEx Ground,FECcollect,3.97483E+11,2023-04-25T00:00:00,OSF ST. FRANCIS MEDICAL CENTER,,5901 WEST WAR MEMORIAL DR.,PEORIA,IL,61615,US,0,0,2,0,15.1,14X9X7,,",",
1299748,,UPS? Ground,EUPSGRND,1Z7F0F280337931259,2023-04-25T00:00:00,Lisa Pitre,Lisa Pitre,520 East De La Guerra Street,Santa Barbara,CA,93103,US,39.75,22.55,1,0,4.9,23X23X6,,",",
1299745,,USPS Priority Mail (eHub),PMIT,9.40554E+21,2023-04-25T00:00:00,Christopher Curran,,21 Taintor Drive,Southport,CT,6890,US,13.4,9.94,1,0,1.5,20X13X2,,",",
1298430,,FedEx Ground,FECcollect,3.97484E+11,2023-04-25T00:00:00,Hurley Medical Center,Hurley Medical Center,One Hurley Plaza,FLINT,MI,48503,US,0,0,1,0,2.55,8X8X8,,",",
1299746,,UPS? Ground,EUPSGRND,1Z7F0F280309301787,2023-04-25T00:00:00,Gary Belsky,Gary Belsky,"200 W 90TH ST, APT 4C",New York,NY,10024,US,26.11,14.64,1,0,4.5,26x15x5,,",",
1299747,,UPS? Ground,EUPSGRND,1Z7F0F280331458862,2023-04-25T00:00:00,Mike Linnemann,Mike Linnemann,4545 Oakland Ave,Minneapolis,MN,55407,US,21.53,14.6,1,0,4.4,25X15X5,,",",
1299928,,UPS? Ground,EUPSGRND,1Z7F0F280313445392,2023-04-25T00:00:00,3144OPEX,Circle K 2705286,751 N ARIZONA AVE,GILBERT,AZ,85233,US,0,0,1,0,9.8,12.200X12.200X30.750,,",",
1299934,,UPS? Ground,EUPSGRND,1Z7F0F280335788874,2023-04-25T00:00:00,4705697 Manager,Circle K 4705697,4021 PARKMAN RD NW,WARREN,OH,44481-9150,US,0,0,1,0,1.5,9X8X4,,",",
1299933,,UPS? Ground,EUPSGRND,1Z7F0F280327337287,2023-04-25T00:00:00,4704003 Manager,Circle K 4704003,2768 GRAFTON RD,MORGANTOWN,WV,26508-3681,US,0,0,1,0,1.5,9X8X4,,",",
1299932,,UPS? Ground,EUPSGRND,1Z7F0F280327960095,2023-04-25T00:00:00,JOHN HASEMAN,CIRCLE K 4701677,408 S HIGHWAY 185,SULLIVAN,MO,63080,US,0,0,1,0,4.3,14.100X10.700X3.700,,",",
1299743,,UPS? Ground,EUPSGRND,1Z7F0F280309077806,2023-04-25T00:00:00,Circle K 2703144,Circle K 2703144,1424 SAM NUNN BLVD,PERRY,GA,31069,US,0,0,1,0,4.9,13X12X14,,",",
1299918,,UPS? Ground,EUPSGRND,1Z7F0F280315303013,2023-04-25T00:00:00,2924OPEX,Circle K 2745064,1717 East 16th Ave,CORDELE,GA,31015,US,0,0,5,0,18.1,29X17X21,,",",
1299918,,UPS? Ground,EUPSGRND,1Z7F0F280319545022,2023-04-25T00:00:00,2924OPEX,Circle K 2745064,1717 East 16th Ave,CORDELE,GA,31015,US,0,0,5,0,15.5,29X17X21,,",",
1299918,,UPS? Ground,EUPSGRND,1Z7F0F280303147830,2023-04-25T00:00:00,2924OPEX,Circle K 2745064,1717 East 16th Ave,CORDELE,GA,31015,US,0,0,5,0,15.9,29X17X21,,",",
1299918,,UPS? Ground,EUPSGRND,1Z7F0F280314975442,2023-04-25T00:00:00,2924OPEX,Circle K 2745064,1717 East 16th Ave,CORDELE,GA,31015,US,0,0,5,0,15.6,29X17X21,,",",
1299918,,UPS? Ground,EUPSGRND,1Z7F0F280313011850,2023-04-25T00:00:00,2924OPEX,Circle K 2745064,1717 East 16th Ave,CORDELE,GA,31015,US,0,0,5,0,18.2,29X17X21,,",",
1299799,,UPS? Ground,EUPSGRND,1Z7F0F280313961066,2023-04-25T00:00:00,EVEREVE 5-Deer Park,Inventory Specialist,"20530 N. Rand Road, Suite 312",Deer Park,IL,60010,US,313.62,130.91,10,0,33.1,22X15X12,,",",
1299799,,UPS? Ground,EUPSGRND,1Z7F0F280310847070,2023-04-25T00:00:00,EVEREVE 5-Deer Park,Inventory Specialist,"20530 N. Rand Road, Suite 312",Deer Park,IL,60010,US,313.62,130.91,10,0,35.8,22X15X12,,",",
1299799,,UPS? Ground,EUPSGRND,1Z7F0F280318613889,2023-04-25T00:00:00,EVEREVE 5-Deer Park,Inventory Specialist,"20530 N. Rand Road, Suite 312",Deer Park,IL,60010,US,313.62,130.91,10,0,35,22.250X16X7.250,,",",
